# SCOP release 2020-04-30
# http://scop.mrc-lmb.cam.ac.uk
# based on PDB release 2020-04-21
# based on UniProt realese 2020-04-22
# based on SIFTS release 2020-04-19
# FA-DOMID FA-PDBID FA-PDBREG FA-UNIID FA-UNIREG SF-DOMID SF-PDBID SF-PDBREG SF-UNIID SF-UNIREG SCOPCLA
8045703 3H8D C:1143-1264 Q64331 1143-1264 8091604 3H8D C:1143-1264 Q64331 1143-1264 TP=1,CL=1000003,CF=2001470,SF=3002524,FA=4004627
8045126 3A1J B:1-280 O60921 1-280 8056954 3A1J B:154-280 O60921 154-280 TP=1,CL=1000003,CF=2000501,SF=3000780,FA=4004306
8045415 3A1J A:1-266 Q99638 1-266 8056955 3A1J A:1-130 Q99638 1-130 TP=1,CL=1000003,CF=2000501,SF=3000780,FA=4004463
8045415 3A1J A:1-266 Q99638 1-266 8056956 3A1J A:144-266 Q99638 144-266 TP=1,CL=1000003,CF=2000501,SF=3000780,FA=4004463
8049918 3A1J C:13-275 O60671 13-275 8056957 3A1J C:13-139 O60671 13-139 TP=1,CL=1000003,CF=2000501,SF=3000780,FA=4006690
8049918 3A1J C:13-275 O60671 13-275 8056958 3A1J C:152-275 O60671 152-275 TP=1,CL=1000003,CF=2000501,SF=3000780,FA=4006690
8044962 3WVO B:1-546 Q47PI4 1-546 8053923 3WVO B:413-546 Q47PI4 413-546 TP=1,CL=1000000,CF=2001119,SF=3002248,FA=4004226
8044960 5CD4 U:1-496 Q46901 1-496 8053925 5CD4 U:373-496 Q46901 373-496 TP=1,CL=1000000,CF=2001119,SF=3002248,FA=4004226
8044961 4F3E A:5-496 Q53VY1 5-496 8053927 4F3E A:366-496 Q53VY1 366-496 TP=1,CL=1000000,CF=2001119,SF=3002248,FA=4004226
8044963 4H3T A:2-531 C7LYW9 2-531 8053929 4H3T A:391-531 C7LYW9 391-531 TP=1,CL=1000000,CF=2001119,SF=3002248,FA=4004226
8019202 1BIF A:248-437 P25114 249-438 8019203 1BIF A:248-437 P25114 249-438 TP=1,CL=1000002,CF=2000503,SF=3000781,FA=4000631
8019845 1QHF A:1-240 P00950 2-241 8032225 1QHF A:1-240 P00950 2-241 TP=1,CL=1000002,CF=2000503,SF=3000781,FA=4000623
8019854 1RPA A:1-342 P20646 32-373 8032234 1RPA A:1-342 P20646 32-373 TP=1,CL=1000002,CF=2000503,SF=3000781,FA=4000627
8019861 1IHP A:7-444 P34752 30-467 8032241 1IHP A:7-444 P34752 30-467 TP=1,CL=1000002,CF=2000503,SF=3000781,FA=4000627
8019864 1QFX B:14-460 P34755 33-479 8032244 1QFX B:14-460 P34755 33-479 TP=1,CL=1000002,CF=2000503,SF=3000781,FA=4000627
8019868 1DKQ A:1-410 P07102 23-432 8032248 1DKQ A:1-410 P07102 23-432 TP=1,CL=1000002,CF=2000503,SF=3000781,FA=4000627
8020115 1FZT A:1-211 P36623 1-211 8032495 1FZT A:1-211 P36623 1-211 TP=1,CL=1000002,CF=2000503,SF=3000781,FA=4000623
8020197 1E58 A:1-247 P62707 2-248 8032577 1E58 A:1-247 P62707 2-248 TP=1,CL=1000002,CF=2000503,SF=3000781,FA=4000623
8024565 1NT4 A:1-391 P19926 23-413 8036944 1NT4 A:1-391 P19926 23-413 TP=1,CL=1000002,CF=2000503,SF=3000781,FA=4000627
8026194 1QWO A:8-443 O00092 30-464 8038573 1QWO A:8-443 O00092 30-464 TP=1,CL=1000002,CF=2000503,SF=3000781,FA=4000627
8027007 1H2E A:8-202 Q9ALU0 1-195 8039386 1H2E A:8-202 Q9ALU0 1-195 TP=1,CL=1000002,CF=2000503,SF=3000781,FA=4000623
8029862 1RII A:2-244 P9WIC9 2-244 8042241 1RII A:2-244 P9WIC9 2-244 TP=1,CL=1000002,CF=2000503,SF=3000781,FA=4000623
8029953 2HHJ A:3-250 P07738 3-250 8042332 2HHJ A:3-250 P07738 3-250 TP=1,CL=1000002,CF=2000503,SF=3000781,FA=4000623
8030591 1V37 A:1-171 Q53WB3 1-171 8042970 1V37 A:1-171 Q53WB3 1-171 TP=1,CL=1000002,CF=2000503,SF=3000781,FA=4000623
8031373 1ND6 A:1-342 P15309 33-374 8043751 1ND6 A:1-342 P15309 33-374 TP=1,CL=1000002,CF=2000503,SF=3000781,FA=4000627
8031744 1XQ9 A:9-249 Q8IIG6 1-241 8044122 1XQ9 A:9-249 Q8IIG6 1-241 TP=1,CL=1000002,CF=2000503,SF=3000781,FA=4000623
8056337 2AXN A:245-445 Q16875 246-446 8056338 2AXN A:245-445 Q16875 246-446 TP=1,CL=1000002,CF=2000503,SF=3000781,FA=4000631
8089799 1K6M A:250-439 P16118 251-440 8089800 1K6M A:250-439 P16118 251-440 TP=1,CL=1000002,CF=2000503,SF=3000781,FA=4000631
8044968 4MJG A:34-210 A7BAF7 34-210 8053938 4MJG A:34-210 A7BAF7 34-210 TP=1,CL=1000003,CF=2001356,SF=3002250,FA=4004230
8046015 2V7S A:39-207 P9WK81 39-207 8053939 2V7S A:39-207 P9WK81 39-207 TP=1,CL=1000003,CF=2001356,SF=3002250,FA=4004823
8045981 3P04 A:64-140 Q8NNN6 64-140 8053934 3P04 A:64-140 Q8NNN6 64-140 TP=1,CL=1000003,CF=2000950,SF=3002249,FA=4004800
8045984 3ZIH B:61-140 O31728 61-140 8053935 3ZIH B:61-140 O31728 61-140 TP=1,CL=1000003,CF=2000950,SF=3002249,FA=4004800
8045982 3ZIG A:49-130 I6V3Q6 49-130 8053936 3ZIG A:49-130 I6V3Q6 49-130 TP=1,CL=1000003,CF=2000950,SF=3002249,FA=4004800
8045983 3ZIE E:37-119 O29476 37-119 8053937 3ZIE E:37-119 O29476 37-119 TP=1,CL=1000003,CF=2000950,SF=3002249,FA=4004800
8027663 1T6O A:458-506 Q77M42 458-506 8040042 1T6O A:458-506 Q77M42 458-506 TP=1,CL=1000000,CF=2000831,SF=3000782,FA=4000621
8027978 1R4G A:516-568 P04859 516-568 8040357 1R4G A:516-568 P04859 516-568 TP=1,CL=1000000,CF=2000831,SF=3000782,FA=4000621
8046096 5E8C B:4-174 G3G8R3 4-174 8053940 5E8C B:4-174 G3G8R3 4-174 TP=1,CL=1000001,CF=2001357,SF=3002251,FA=4004875
8046097 5DOB B:4-168 P16791 4-168 8053941 5DOB B:4-168 P16791 4-168 TP=1,CL=1000001,CF=2001357,SF=3002251,FA=4004875
8046098 4Z3U A:4-174 G3G8X8 4-174 8053942 4Z3U A:4-174 G3G8X8 4-174 TP=1,CL=1000001,CF=2001357,SF=3002251,FA=4004875
8046099 4ZXS A:15-174 P10218 15-174 8053943 4ZXS A:15-174 P10218 15-174 TP=1,CL=1000001,CF=2001357,SF=3002251,FA=4004875
8046100 5A3G A:4-171 D3XDN8 1-168 8053944 5A3G A:4-171 D3XDN8 1-168 TP=1,CL=1000001,CF=2001357,SF=3002251,FA=4004875
8046101 5D5N A:3-171 Q6SW81 3-171 8053945 5D5N A:3-171 Q6SW81 3-171 TP=1,CL=1000001,CF=2001357,SF=3002251,FA=4004875
8021929 1YDU A:2-170 Q9M015 2-170 8034309 1YDU A:2-170 Q9M015 2-170 TP=1,CL=1000001,CF=2000502,SF=3000783,FA=4002062
8044971 4U7U O:4-159 P76632 4-159 8053946 4U7U O:4-159 P76632 4-159 TP=1,CL=1000000,CF=2001358,SF=3002252,FA=4004232
8044972 2ZCA A:1-156 Q53VY0 1-156 8053947 2ZCA A:1-156 Q53VY0 1-156 TP=1,CL=1000000,CF=2001358,SF=3002252,FA=4004232
8044973 3WA8 A:4-196 D3PQC9 4-196 8053948 3WA8 A:4-196 D3PQC9 4-196 TP=1,CL=1000000,CF=2001358,SF=3002252,FA=4004232
8044974 4H79 A:11-194 Q47PI5 11-194 8053949 4H79 A:11-194 Q47PI5 11-194 TP=1,CL=1000000,CF=2001358,SF=3002252,FA=4004232
8046035 3MQ7 K:51-149 Q10589 51-149 8053950 3MQ7 K:51-149 Q10589 51-149 TP=3,CL=1000000,CF=2000962,SF=3002253,FA=4004836
8046036 3NI0 A:57-151 Q8R2Q8 57-151 8053951 3NI0 A:57-151 Q8R2Q8 57-151 TP=3,CL=1000000,CF=2000962,SF=3002253,FA=4004836
8023946 1AQT A:87-136 P0A6E6 88-137 8036325 1AQT A:87-136 P0A6E6 88-137 TP=1,CL=1000000,CF=2000036,SF=3000785,FA=4000625
8024971 2V7Q H:102-145 P05630 124-167 8037350 2V7Q H:102-145 P05630 124-167 TP=1,CL=1000000,CF=2000036,SF=3000785,FA=4000625
8046110 3NOY D:2-351 O67496 2-351 8053954 3NOY D:2-256 O67496 2-256 TP=1,CL=1000002,CF=2000031,SF=3002254,FA=4004884
8046111 4S39 A:4-404 Q5SLI8 4-404 8053955 4S39 A:4-288 Q5SLI8 4-288 TP=1,CL=1000002,CF=2000031,SF=3002254,FA=4004884
8046112 4G9P A:2-406 Q72H18 2-406 8053956 4G9P A:2-288 Q72H18 2-288 TP=1,CL=1000002,CF=2000031,SF=3002254,FA=4004884
8046113 4MWA A:4-261 Q81LV7 1-258 8053958 4MWA A:4-261 Q81LV7 1-258 TP=1,CL=1000002,CF=2000031,SF=3002254,FA=4004884
8030332 1K4T A:641-712 P11387 641-712 8042711 1K4T A:641-712 P11387 641-712 TP=1,CL=1000000,CF=2000036,SF=3000786,FA=4000626
8044975 4KF7 A:1-1149 G2QD05 1-1149 8053963 4KF7 A:1-1149 G2QD05 1-1149 TP=1,CL=1000000,CF=2000085,SF=3002255,FA=4004233
8044976 5IJO J:1-1564 Q5SRE5 1-1564 8053964 5IJO J:1-1564 Q5SRE5 1-1564 TP=1,CL=1000000,CF=2000085,SF=3002255,FA=4004233
8045346 2RFO A:204-835 P34077 204-835 8090311 2RFO A:430-835 P34077 430-835 TP=1,CL=1000000,CF=2000085,SF=3002255,FA=4004426
8045347 5HB3 A:392-1111 G0S024 392-1111 8090312 5HB3 A:653-1111 G0S024 653-1111 TP=1,CL=1000000,CF=2000085,SF=3002255,FA=4004426
8045345 5IJN C:173-815 Q8N1F7 173-815 8090313 5IJN C:408-815 Q8N1F7 408-815 TP=1,CL=1000000,CF=2000085,SF=3002255,FA=4004426
8051187 5HB1 A:575-1402 G0S7B6 575-1402 8090956 5HB1 A:575-1402 G0S7B6 575-1402 TP=1,CL=1000000,CF=2000085,SF=3002255,FA=4007235
8051188 3I4R B:518-1156 Q8WUM0 518-1156 8090957 3I4R B:518-1156 Q8WUM0 518-1156 TP=1,CL=1000000,CF=2000085,SF=3002255,FA=4007235
8051189 5A9Q B:515-1375 O75694 515-1375 8090958 5A9Q B:515-1375 O75694 515-1375 TP=1,CL=1000000,CF=2000085,SF=3002255,FA=4007235
8051190 3I5P A:1000-1502 P38181 1000-1502 8090959 3I5P A:1000-1502 P38181 1000-1502 TP=1,CL=1000000,CF=2000085,SF=3002255,FA=4007235
8051191 4MHC A:616-892 P40064 616-892 8090960 4MHC A:616-892 P40064 616-892 TP=1,CL=1000000,CF=2000085,SF=3002255,FA=4007235
8090979 4XMM E:488-1036 P35729 488-1036 8090980 4XMM E:488-1036 P35729 488-1036 TP=1,CL=1000000,CF=2000085,SF=3002255,FA=4007717
8090981 4FHN D:546-1126 O43044 546-1127 8090982 4FHN D:546-1126 O43044 546-1127 TP=1,CL=1000000,CF=2000085,SF=3002255,FA=4007717
8090983 5A9Q 1:572-1201 Q12769 572-1201 8090984 5A9Q 1:572-1201 Q12769 572-1201 TP=1,CL=1000000,CF=2000085,SF=3002255,FA=4007717
8020504 2FYU K:1-53 P07552 1-53 8032884 2FYU K:1-53 P07552 1-53 TP=2,CL=1000000,CF=2000395,SF=3000787,FA=4002065
8073350 5XTE G:2-52 O14957 2-52 8073351 5XTE G:2-52 O14957 2-52 TP=2,CL=1000000,CF=2000395,SF=3000787,FA=4002065
8046332 5AON B:23-71 Q8IEW2 23-71 8053961 5AON B:23-71 Q8IEW2 23-71 TP=1,CL=1000000,CF=2000000,SF=3002256,FA=4005026
8046333 3FF5 A:25-70 Q642G4 25-70 8053962 3FF5 A:25-70 Q642G4 25-70 TP=1,CL=1000000,CF=2000000,SF=3002256,FA=4005026
8046335 4BXU A:16-80 O75381 16-80 8053965 4BXU A:16-80 O75381 16-80 TP=1,CL=1000000,CF=2000000,SF=3002256,FA=4005026
8022578 1EYQ A:4-215 P28012 4-215 8034958 1EYQ A:4-215 P28012 4-215 TP=1,CL=1000003,CF=2000510,SF=3000788,FA=4001110
8044770 4DOO A:3-205 Q9M1X2 76-278 8052608 4DOO A:3-205 Q9M1X2 76-278 TP=1,CL=1000003,CF=2000510,SF=3000788,FA=4001110
8079481 5YX3 A:1-216 G4U3G8 2-217 8079482 5YX3 A:1-216 G4U3G8 2-217 TP=1,CL=1000003,CF=2000510,SF=3000788,FA=4001110
8079483 4DOI B:1015-1227 P41088 15-227 8079484 4DOI B:1015-1227 P41088 15-227 TP=1,CL=1000003,CF=2000510,SF=3000788,FA=4001110
8079485 4DOK A:5-209 Q8VZW3 5-209 8079486 4DOK A:5-209 Q8VZW3 5-209 TP=1,CL=1000003,CF=2000510,SF=3000788,FA=4001110
8079487 4DOL A:11-217 Q9C8L2 81-287 8079488 4DOL A:11-217 Q9C8L2 81-287 TP=1,CL=1000003,CF=2000510,SF=3000788,FA=4001110
8046001 2JE3 A:1-170 Q50927 27-196 8092630 2JE3 A:1-170 Q50927 27-196 TP=1,CL=1000003,CF=2000510,SF=3000788,FA=4004815
8085537 6AMG A:37-194 F9ZFJ0 37-194 8092631 6AMG A:37-194 F9ZFJ0 37-194 TP=1,CL=1000003,CF=2000510,SF=3000788,FA=4004815
8092632 6HIU A:19-161 G1UBD9 19-161 8092633 6HIU A:19-161 G1UBD9 19-161 TP=1,CL=1000003,CF=2000510,SF=3000788,FA=4004815
8092634 6HIH A:3-138 G1UBD5 23-158 8092635 6HIH A:3-138 G1UBD5 23-158 TP=1,CL=1000003,CF=2000510,SF=3000788,FA=4004815
8046366 2BPA 3:2-37 P69592 3-38 8053968 2BPA 3:2-37 P69592 3-38 TP=4,CL=1000004,CF=2001359,SF=3002257,FA=4005044
8046367 1GFF 3:14-25 P03652 14-25 8053969 1GFF 3:14-25 P03652 14-25 TP=4,CL=1000004,CF=2001359,SF=3002257,FA=4005044
8046368 1M06 J:1-24 P69548 1-24 8053970 1M06 J:1-24 P69548 1-24 TP=4,CL=1000004,CF=2001359,SF=3002257,FA=4005044
8019960 1TU2 B:1-169,B:236-254 Q93SW9 45-213,280-298 8032340 1TU2 B:1-169,B:236-254 Q93SW9 45-213,280-298 TP=1,CL=1000001,CF=2000453,SF=3000800,FA=4002080
8023329 1VF5 C:1-169,C:232-249 P83793 45-213,276-293 8035709 1VF5 C:1-169,C:232-249 P83793 45-213,276-293 TP=1,CL=1000001,CF=2000453,SF=3000800,FA=4002080
8027866 1HCZ A:1-167,A:231-250 P36438 36-202,266-285 8040245 1HCZ A:1-167,A:231-250 P36438 36-202,266-285 TP=1,CL=1000001,CF=2000453,SF=3000800,FA=4002080
8027867 1E2W A:1-168,A:233-247 P23577 32-199,264-278 8040246 1E2W A:1-168,A:233-247 P23577 32-199,264-278 TP=1,CL=1000001,CF=2000453,SF=3000800,FA=4002080
8027872 1CI3 M:1-169,M:232-249 P95522 46-214,277-294 8040251 1CI3 M:1-169,M:232-249 P95522 46-214,277-294 TP=1,CL=1000001,CF=2000453,SF=3000800,FA=4002080
8020812 4V51 B8:2-65 Q5SKU1 2-65 8033192 4V51 B8:2-65 Q5SKU1 2-65 TP=1,CL=1000003,CF=2000508,SF=3000790,FA=4003406
8023008 4V52 B3:1-64 P0A7Q1 2-65 8035388 4V52 B3:1-64 P0A7Q1 2-65 TP=1,CL=1000003,CF=2000508,SF=3000790,FA=4003406
8026151 2ZJR 3:2-64 Q9RSW6 2-64 8038530 2ZJR 3:2-64 Q9RSW6 2-64 TP=1,CL=1000003,CF=2000508,SF=3000790,FA=4003406
8021347 1NYN A:1-111 P38804 1-111 8033727 1NYN A:1-111 P38804 1-111 TP=1,CL=1000003,CF=2000509,SF=3000789,FA=4000629
8027714 1T95 A:11-86 O29759 5-80 8040093 1T95 A:11-86 O29759 5-80 TP=1,CL=1000003,CF=2000509,SF=3000789,FA=4002543
8053971 5GUP J:58-166 G8IFA6 58-166 8053975 5GUP J:58-166 G8IFA6 58-166 TP=1,CL=1000003,CF=2000560,SF=3002258,FA=4005098
8046466 2LJU A:1-104 Q2GHP7 1-104 8053976 2LJU A:8-86 Q2GHP7 8-86 TP=1,CL=1000003,CF=2000560,SF=3002258,FA=4005098
8046467 2JYA A:1-80 A9CIL3 1-80 8053977 2JYA A:1-80 A9CIL3 1-80 TP=1,CL=1000003,CF=2000560,SF=3002258,FA=4005098
8053972 5O31 Q:11-133 Q02375 53-175 8053978 5O31 Q:33-111 Q02375 75-153 TP=1,CL=1000003,CF=2000560,SF=3002258,FA=4005098
8053973 5XTB L:58-175 O43181 58-175 8053979 5XTB L:75-153 O43181 75-153 TP=1,CL=1000003,CF=2000560,SF=3002258,FA=4005098
8053974 5LNK c:11-133 W5PE07 48-170 8053980 5LNK c:33-111 W5PE07 70-148 TP=1,CL=1000003,CF=2000560,SF=3002258,FA=4005098
8021742 2GUK A:4-114 Q7MTT4 4-114 8034122 2GUK A:4-114 Q7MTT4 4-114 TP=1,CL=1000003,CF=2000513,SF=3000801,FA=4002081
8021659 2GAX A:1-135 A9CKI6 1-135 8034039 2GAX A:1-135 A9CKI6 1-135 TP=1,CL=1000002,CF=2000507,SF=3000791,FA=4001109
8027453 1Q7S A:63-179 Q9Y3E5 63-179 8039832 1Q7S A:63-179 Q9Y3E5 63-179 TP=1,CL=1000002,CF=2000507,SF=3000791,FA=4001109
8028384 1RLK A:2-117 Q9HLW6 2-117 8040763 1RLK A:2-117 Q9HLW6 2-117 TP=1,CL=1000002,CF=2000507,SF=3000791,FA=4001109
8028731 3ERJ A:2-115 O28185 2-115 8041110 3ERJ A:2-115 O28185 2-115 TP=1,CL=1000002,CF=2000507,SF=3000791,FA=4001109
8046615 4HTI A:510-597 Q92932 510-597 8053998 4HTI A:510-597 Q92932 510-597 TP=1,CL=1000003,CF=2000014,SF=3002260,FA=4005192
8046616 2QT7 A:21-109 Q16849 469-557 8053999 2QT7 A:21-109 Q16849 469-557 TP=1,CL=1000003,CF=2000014,SF=3002260,FA=4005192
8044990 4XLG B:655-721 Q6FJQ6 655-721 8053986 4XLG B:655-721 Q6FJQ6 655-721 TP=1,CL=1000000,CF=2000000,SF=3002259,FA=4004239
8044991 4ZDT D:352-417 Q9P6M0 352-417 8053987 4ZDT D:352-417 Q9P6M0 352-417 TP=1,CL=1000000,CF=2000000,SF=3002259,FA=4004239
8024617 1NU9 C:1-145 Q846V4 1-145 8036996 1NU9 C:1-145 Q846V4 1-145 TP=1,CL=1000000,CF=2000831,SF=3000792,FA=4000628
8024619 1NU9 C:146-281 Q846V4 146-281 8036998 1NU9 C:146-281 Q846V4 146-281 TP=1,CL=1000000,CF=2000831,SF=3000792,FA=4000628
8021551 1OBG A:2-306 P27616 2-306 8033931 1OBG A:2-306 P27616 2-306 TP=1,CL=1000003,CF=2000514,SF=3000802,FA=4002084
8024217 1BO1 A:34-416 P78356 34-416 8036596 1BO1 A:34-416 P78356 34-416 TP=1,CL=1000003,CF=2000514,SF=3000802,FA=4002087
8028170 1TZD A:203-458 P17105 203-458 8040549 1TZD A:203-458 P17105 203-458 TP=1,CL=1000003,CF=2000514,SF=3000802,FA=4002804
8028230 1KUT B:2-230 Q9X0X0 2-230 8040609 1KUT B:2-230 Q9X0X0 2-230 TP=1,CL=1000003,CF=2000514,SF=3000802,FA=4002084
8029242 1W2F A:186-461 P23677 186-461 8041621 1W2F A:186-461 P23677 186-461 TP=1,CL=1000003,CF=2000514,SF=3000802,FA=4002804
8046627 3N7S D:27-110 O60894 27-110 8054000 3N7S D:27-110 O60894 27-110 TP=1,CL=1000000,CF=2000000,SF=3002261,FA=4005201
8046628 3AQE D:60-133 O60895 60-133 8054001 3AQE D:60-133 O60895 60-133 TP=1,CL=1000000,CF=2000000,SF=3002261,FA=4005201
8020435 2DFK A:37-239 Q9QX73 97-299 8032815 2DFK A:37-239 Q9QX73 97-299 TP=1,CL=1000000,CF=2000506,SF=3000793,FA=4001108
8025572 1NTY A:1231-1414 O75962 1290-1473 8037951 1NTY A:1231-1414 O75962 1290-1473 TP=1,CL=1000000,CF=2000506,SF=3000793,FA=4001108
8025695 1FOE A:1034-1239 Q60610 1034-1239 8038074 1FOE A:1034-1239 Q60610 1034-1239 TP=1,CL=1000000,CF=2000506,SF=3000793,FA=4001108
8027919 1KI1 B:1229-1438 Q15811 1229-1438 8040298 1KI1 B:1229-1438 Q15811 1229-1438 TP=1,CL=1000000,CF=2000506,SF=3000793,FA=4001108
8028134 1TXD A:766-999 Q9NZN5 766-999 8040513 1TXD A:766-999 Q9NZN5 766-999 TP=1,CL=1000000,CF=2000506,SF=3000793,FA=4001108
8028477 1KZ7 A:624-818 Q64096 624-818 8040856 1KZ7 A:624-818 Q64096 624-818 TP=1,CL=1000000,CF=2000506,SF=3000793,FA=4001108
8031424 1XCG A:714-941 O15085 714-941 8043802 1XCG A:714-941 O15085 714-941 TP=1,CL=1000000,CF=2000506,SF=3000793,FA=4001108
8018811 1BY1 A:12-195 Q14155 270-453 8057882 1BY1 A:12-195 Q14155 270-453 TP=1,CL=1000000,CF=2000506,SF=3000793,FA=4001108
8018848 2VRW B:190-375 P27870 190-375 8057888 2VRW B:190-375 P27870 190-375 TP=1,CL=1000000,CF=2000506,SF=3000793,FA=4001108
8018981 3KSY A:200-391 Q07889 200-391 8057962 3KSY A:200-391 Q07889 200-391 TP=1,CL=1000000,CF=2000506,SF=3000793,FA=4001108
8085002 3GF9 A:1178-1367 Q9NZM3 1206-1395 8085003 3GF9 A:1178-1367 Q9NZM3 1206-1395 TP=1,CL=1000000,CF=2000506,SF=3000793,FA=4001108
8018846 3KY9 B:168-373 P15498 168-373 8091659 3KY9 B:168-373 P15498 168-373 TP=1,CL=1000000,CF=2000506,SF=3000793,FA=4001108
8021176 1NR3 A:1-122 O27001 17-138 8033556 1NR3 A:1-122 O27001 17-138 TP=1,CL=1000003,CF=2000515,SF=3000803,FA=4000632
8044995 4I1L A:202-263 Q99JB6 201-262 8054006 4I1L A:202-263 Q99JB6 201-262 TP=3,CL=1000000,CF=2001019,SF=3002262,FA=4004243
8024735 2AJT A:329-498 P08202 329-498 8037114 2AJT A:329-498 P08202 329-498 TP=1,CL=1000001,CF=2000073,SF=3000804,FA=4001817
8029690 1FUI A:356-591 P69922 356-591 8042069 1FUI A:356-591 P69922 356-591 TP=1,CL=1000001,CF=2000073,SF=3000804,FA=4002083
8020598 1MY6 A:1-88 Q8DIR2 2-89 8032978 1MY6 A:1-88 Q8DIR2 2-89 TP=1,CL=1000000,CF=2000036,SF=3000794,FA=4000630
8021290 1XDC A:1-83 P04179 25-107 8033670 1XDC A:1-83 P04179 25-107 TP=1,CL=1000000,CF=2000036,SF=3000794,FA=4000630
8023947 1IDS A:2-85 P9WGE7 2-85 8036326 1IDS A:2-85 P9WGE7 2-85 TP=1,CL=1000000,CF=2000036,SF=3000794,FA=4000630
8023949 1DT0 A:1-83 P09223 2-84 8036328 1DT0 A:1-83 P09223 2-84 TP=1,CL=1000000,CF=2000036,SF=3000794,FA=4000630
8023952 1ISC A:1-82 P0AGD3 2-83 8036331 1ISC A:1-82 P0AGD3 2-83 TP=1,CL=1000000,CF=2000036,SF=3000794,FA=4000630
8023954 1COJ A:2-90 Q9X6W9 3-91 8036333 1COJ A:2-90 Q9X6W9 3-91 TP=1,CL=1000000,CF=2000036,SF=3000794,FA=4000630
8023956 1B06 A:3-92 Q08713 4-93 8036335 1B06 A:3-92 Q08713 4-93 TP=1,CL=1000000,CF=2000036,SF=3000794,FA=4000630
8023987 1MNG A:1-92 P61503 2-93 8036366 1MNG A:1-92 P61503 2-93 TP=1,CL=1000000,CF=2000036,SF=3000794,FA=4000630
8023993 1BSM A:1-86 P80293 1-86 8036372 1BSM A:1-86 P80293 1-86 TP=1,CL=1000000,CF=2000036,SF=3000794,FA=4000630
8025909 1KKC A:14-97 Q92450 3-86 8038288 1KKC A:14-97 Q92450 3-86 TP=1,CL=1000000,CF=2000036,SF=3000794,FA=4000630
8025932 1P7G A:13-103 O93724 2-92 8038311 1P7G A:13-103 O93724 2-92 TP=1,CL=1000000,CF=2000036,SF=3000794,FA=4000630
8026709 1GV3 A:25-126 Q8Z0M1 53-154 8039088 1GV3 A:25-126 Q8Z0M1 53-154 TP=1,CL=1000000,CF=2000036,SF=3000794,FA=4000630
8027600 1JR9 A:2-91 Q7SIC3 2-91 8039979 1JR9 A:2-91 Q7SIC3 2-91 TP=1,CL=1000000,CF=2000036,SF=3000794,FA=4000630
8028432 1UER A:1-84 P19665 1-84 8040811 1UER A:1-84 P19665 1-84 TP=1,CL=1000000,CF=2000036,SF=3000794,FA=4000630
8029316 1MA1 A:4-91 P18868 5-92 8041695 1MA1 A:4-91 P18868 5-92 TP=1,CL=1000000,CF=2000036,SF=3000794,FA=4000630
8030166 1IXB A:1-90 P00448 2-91 8042545 1IXB A:1-90 P00448 2-91 TP=1,CL=1000000,CF=2000036,SF=3000794,FA=4000630
8030501 1UNF X:14-104 Q9M7R2 21-111 8042880 1UNF X:14-104 Q9M7R2 21-111 TP=1,CL=1000000,CF=2000036,SF=3000794,FA=4000630
8031013 1WB8 A:4-92 P80857 5-93 8043391 1WB8 A:4-92 P80857 5-93 TP=1,CL=1000000,CF=2000036,SF=3000794,FA=4000630
8031903 1Y67 D:2-89 Q9RUV2 2-89 8044281 1Y67 D:2-89 Q9RUV2 2-89 TP=1,CL=1000000,CF=2000036,SF=3000794,FA=4000630
8046939 4KSA C:10-174 Q6NCB2 10-174 8054010 4KSA C:43-174 Q6NCB2 43-174 TP=1,CL=1000000,CF=2000085,SF=3002263,FA=4005378
8046940 4KSF A:35-166 B9K0V9 35-166 8054012 4KSF A:35-166 B9K0V9 35-166 TP=1,CL=1000000,CF=2000085,SF=3002263,FA=4005378
8046941 2YGW B:40-190 O95822 40-190 8054014 2YGW B:40-190 O95822 40-190 TP=1,CL=1000000,CF=2000085,SF=3002263,FA=4005378
8046942 4KS9 A:58-191 Q1LJK6 58-191 8054016 4KS9 A:58-191 Q1LJK6 58-191 TP=1,CL=1000000,CF=2000085,SF=3002263,FA=4005378
8025700 1BOU A:8-139 P22635 8-139 8038079 1BOU A:8-139 P22635 8-139 TP=1,CL=1000000,CF=2000516,SF=3000805,FA=4001114
8021363 2D9I A:8-90 Q86UW6 1688-1770 8033743 2D9I A:8-90 Q86UW6 1688-1770 TP=1,CL=1000003,CF=2000950,SF=3000795,FA=4002072
8044997 4I6M D:1-90 P53330 1-90 8054018 4I6M D:1-90 P53330 1-90 TP=4,CL=1000001,CF=2000139,SF=3002264,FA=4004245
8025948 2BM5 A:2-182 O50390 2-182 8038327 2BM5 A:2-182 O50390 2-182 TP=1,CL=1000001,CF=2000062,SF=3000796,FA=4002075
8028152 2F3L A:7-138 B1WVN5 47-178 8040531 2F3L A:7-138 B1WVN5 47-178 TP=1,CL=1000001,CF=2000062,SF=3000796,FA=4002075
8030681 2J8K A:1-175 2J8K_A 7-181 8043060 2J8K A:1-175 2J8K_A 7-181 TP=1,CL=1000001,CF=2000062,SF=3000796,FA=4002075
8025896 1PPJ H:13-78 P00126 26-91 8038275 1PPJ H:13-78 P00126 26-91 TP=1,CL=1000000,CF=2000518,SF=3000806,FA=4002082
8027933 3CX5 F:74-147 P00127 74-147 8040312 3CX5 F:74-147 P00127 74-147 TP=1,CL=1000000,CF=2000518,SF=3000806,FA=4002082
